rxns	TCGA-44-6148-11	TCGA-50-5939-11	TCGA-49-6761-11	TCGA-55-6971-11	TCGA-91-6835-11	TCGA-38-4632-11	TCGA-49-6745-11	TCGA-44-2668-11	TCGA-91-6831-11	TCGA-55-6982-11
NICRNS	1	1	1	1	1	1	1	1	1	1
NICRNTtn	1	1	1	1	1	1	1	1	1	1
NKCC2t	1	1	1	1	1	1	1	1	1	1
NKCCt	1	1	1	1	1	1	1	1	1	1
NMNATn	1	1	1	1	1	1	1	1	1	1
NMNATr	1	1	1	1	1	1	1	1	1	1
NMNS	0	0	0	0	0	0	0	0	0	0
NMNtn	1	1	1	1	1	1	1	1	1	1
NNATn	1	1	1	1	1	1	1	1	1	1
NNATr	1	1	1	1	1	1	1	0	0	1
NNMT	1	1	1	1	1	1	1	1	1	1
NORANMT	1	1	1	1	1	1	1	1	1	1
NOS1	1	1	1	1	1	1	1	1	1	1
NOS2	1	1	1	1	1	1	1	1	1	1
NOt	0	0	0	0	1	0	0	0	0	0
NP1	1	1	1	1	1	1	1	1	1	1
NPTHLte	1	0	0	0	1	0	1	0	0	1
NRPPHRSFt	1	1	1	1	1	1	1	1	1	1
NRPPHRSULT	1	1	1	1	1	1	1	1	1	1
NRPPHRt4_2_r	0	0	0	0	0	0	0	0	0	0
NRPPHRtu	1	1	1	1	1	1	1	1	1	1
NRPPHRVESSEC	1	1	0	1	0	0	0	0	1	1
NRVNCCOAtx	1	1	1	1	1	1	1	1	1	1
NRVNCt	0	0	0	1	0	0	0	0	1	0
NS26T2g	1	1	1	1	1	1	1	1	1	1
NS26Tg	1	1	1	1	1	1	1	1	1	1
NT5C	1	1	1	1	1	1	1	1	1	1
NTD1	1	1	1	1	1	1	1	1	1	1
NTD10	1	1	1	1	1	1	1	1	1	1
NTD11	1	1	1	1	1	1	1	1	1	1
NTD1m	1	1	1	1	1	1	1	1	1	1
NTD2	1	1	1	1	1	1	1	1	1	1
NTD2e	1	1	1	1	1	1	1	1	1	1
NTD2m	1	1	1	1	1	1	1	1	1	1
NTD3	1	1	1	1	1	1	1	1	1	1
NTD4	1	1	1	1	1	1	1	1	1	1
NTD4e	1	1	1	1	1	1	1	1	1	1
NTD5	1	1	1	1	1	1	1	1	1	1
NTD5m	0	0	0	0	0	0	0	0	0	0
NTD6	1	1	1	1	1	1	1	1	1	1
NTD7	1	1	1	1	1	1	1	1	1	1
NTD7e	1	1	1	1	1	1	1	1	1	1
NTD8	1	1	1	1	1	1	1	1	1	1
NTD9	1	1	1	1	1	1	1	1	1	1
NTD9e	1	1	1	1	1	1	1	1	1	1
NTP3e	1	1	1	1	1	1	1	1	1	1
O16G1e	0	0	0	0	0	0	0	1	0	0
O16G2e	1	1	1	1	1	1	1	0	1	1
O2St	1	1	1	1	1	1	1	1	1	1
O2Stm	0	1	0	1	0	1	1	0	1	0
O2Stn	1	1	1	1	1	1	1	1	1	1
O2Stx	1	1	1	1	1	1	1	1	1	1
O2t	0	0	0	0	0	0	0	0	0	0
O2ter	1	1	1	1	1	1	1	1	1	1
O2tm	1	1	1	1	1	1	1	1	1	1
O2tn	1	1	1	1	1	1	1	1	1	1
O2tp	1	1	1	1	1	1	1	1	1	1
OAGD3te	1	1	1	1	1	1	1	1	1	1
OAGD3tg	1	1	1	1	1	1	1	1	1	1
OAGT3te	1	1	1	1	1	1	1	1	1	1
OAGT3tg	1	1	1	1	1	1	1	1	1	1
OBDHc	0	0	0	0	0	0	0	0	0	0
OCBTm	1	1	1	1	1	1	1	1	1	1
OCCOAtm	0	0	0	0	0	0	0	0	0	0
OCCOAtx	1	1	1	1	1	1	1	1	1	1
OCDCAtr	0	0	0	0	0	0	0	0	0	0
OCDCEAtr	0	0	0	0	0	0	0	0	0	0
OCOAT1m	1	1	1	1	1	1	1	1	1	1
OCTAt	1	1	1	1	1	1	1	1	1	1
ODECOAtx	1	1	1	1	1	1	1	1	1	1
OIVD1m	1	1	1	1	1	1	1	1	1	1
OIVD2m	1	1	1	1	1	1	1	1	1	1
OIVD3m	1	1	1	1	1	1	1	1	1	1
OMEPRAZOLEte	0	0	0	0	0	0	0	0	0	0
OMPDC	1	1	1	1	1	1	1	1	1	1
ONPTHLte	1	0	0	0	1	0	1	0	0	1
OPAHir	1	1	1	1	1	1	1	1	1	1
ORETNF	0	0	0	0	0	0	0	0	0	0
ORETNF2	0	0	0	0	0	0	0	0	0	0
ORETNtn	0	0	0	0	0	0	0	0	0	0
ORETNtn2	0	0	0	0	0	0	0	0	0	0
ORNDC	1	1	1	1	1	1	1	1	1	1
ORNt3m	1	1	1	1	1	1	1	1	1	1
ORNt4m	1	1	1	1	1	1	1	1	1	1
ORNTArm	1	1	1	1	1	1	1	1	1	1
ORNtiDF	1	1	1	1	1	1	1	1	1	1
ORPT	1	1	1	1	1	1	1	1	1	1
OXAHCOtex	1	1	1	1	1	1	1	1	1	1
OXAtp	0	0	0	0	0	0	0	0	0	0
P45011A1m	0	0	0	0	1	0	0	0	0	0
P45011B11m	0	0	0	0	1	0	0	0	0	0
P45011B12m	0	0	0	0	1	0	0	0	0	0
P45011B21m	0	0	0	0	0	0	0	0	0	0
P45017A1r	0	0	0	0	0	0	0	0	0	0
P45017A2r	0	0	0	0	0	0	0	0	0	0
P45017A3r	0	0	0	0	1	0	0	0	0	0
P45017A4r	0	0	0	0	0	0	0	0	0	0
P45019A1r	0	0	0	0	0	0	0	0	0	0
P45019A2r	0	0	0	0	0	0	0	0	0	0
P4501B1r	1	1	1	1	1	1	1	1	1	1
P45021A1r	0	0	0	0	1	0	0	0	0	0
P45021A2r	0	0	0	0	1	0	0	0	0	0
P45027A11m	1	1	1	1	1	1	1	1	1	1
P45027A12m	1	1	1	1	1	1	1	1	1	1
P45027A13m	1	1	1	1	1	1	1	1	1	1
P45027A14m	1	1	1	1	1	1	1	1	1	1
P45027A15m	1	1	1	1	1	1	1	1	1	1
P45027A16m	1	1	1	1	1	1	1	1	1	1
P45027A1m	1	1	1	1	1	1	1	1	1	1
P4502A6	1	0	0	0	0	0	0	0	0	0
P4502C18	0	1	0	0	0	0	0	0	0	0
P4502C19	0	0	0	0	0	0	0	0	0	0
P4502C8	0	0	0	0	0	0	0	0	0	0
P4502C9	0	0	0	0	0	0	0	0	0	0
P4502C92	0	0	0	0	0	0	0	0	0	0
P4502C93	0	0	0	0	0	0	0	0	0	0
P4502C94	0	0	0	0	0	0	0	0	0	0
P4502D6	0	0	0	0	0	0	0	0	0	0
P4502E1	0	0	0	0	0	0	0	0	0	0
P4502F1	1	0	0	0	1	0	1	0	0	1
P45039A1r	1	1	1	1	1	1	1	1	1	1
P4503A5	1	1	0	0	0	0	0	0	1	0
P4503A7r	0	1	0	0	0	0	0	0	0	0
P45046A1r	1	1	1	1	1	1	1	1	1	1
P4504F123r	0	0	0	0	1	0	0	0	0	0
P4507A1r	1	1	1	1	0	1	1	1	1	1
P4507B11r	1	1	0	1	0	1	0	1	1	1
P4507B12r	1	1	0	1	0	1	0	1	1	1
P4508B11r	0	0	1	0	0	0	1	1	0	0
P4508B13r	1	1	0	1	1	1	1	0	1	1
P450SCC1m	0	0	0	0	0	0	0	0	0	0
P5CDm	1	1	1	1	1	1	1	1	1	1
P5CRm	1	1	1	1	1	1	1	1	0	1
P5CRxm	1	1	1	1	1	1	1	1	0	1
PA_HSter	1	1	1	1	1	1	1	1	1	1
PA_HStg	1	1	1	1	1	1	1	1	1	1
PA_HStn	1	1	1	1	1	1	1	1	1	1
PACCOAL	1	1	1	1	1	1	1	1	1	1
PAFH	1	1	1	1	1	1	1	1	1	1
PAFHe	0	1	1	1	0	1	0	1	1	1
PAFS	1	1	1	1	1	1	1	1	1	1
PAFt	0	0	0	0	0	0	0	0	0	0
PAIL_HStn	1	1	1	1	1	1	1	1	1	1
PAIL45P_HStn	0	0	0	0	0	0	0	0	0	0
PAIL4P_HStn	0	0	0	0	0	0	0	0	0	0
PAN4PP	0	0	0	0	0	0	0	0	0	0
PAPStg	1	1	1	1	1	1	1	1	1	1
PAPtg	1	1	1	1	1	1	1	1	1	1
PCFLOPm	1	1	1	1	1	1	1	1	1	1
PCHOL_HSter	0	0	0	0	0	0	0	0	0	0
PCHOL_HStg	1	1	1	1	1	1	1	1	1	1
PCHOLP_hs	1	1	1	1	1	1	1	1	1	1
PCHOLPg_hs	1	1	1	1	1	1	1	1	1	1
PCHOLPm_hs	1	1	1	1	1	1	1	1	1	1
PCHOLPr_hs	1	1	1	1	1	1	1	1	1	1
PCLAD	1	1	1	1	1	1	1	1	1	1
PCm	1	1	1	1	1	1	1	1	1	1
PCREATtmdiffir	1	1	1	1	1	1	1	1	1	1
PCRNtc	0	0	0	0	0	0	0	0	0	0
PCRNtm	1	1	1	1	1	1	1	1	1	1
PCt	0	0	0	0	0	0	0	0	0	0
PDE1	1	1	1	1	1	1	1	1	1	1
PDE4	1	1	1	1	1	1	1	1	1	1
PDE4n	1	1	1	1	1	1	1	1	1	1
PDHm	1	1	1	1	1	1	1	1	1	1
PDX5PO	1	1	1	1	1	1	1	1	1	1
PDXPP	1	1	1	1	1	1	1	1	0	1
PE_HSter	0	0	0	0	0	0	0	0	0	0
PE_HStm	0	0	0	0	0	0	0	0	0	0
PEAMNO	1	1	1	1	1	1	1	1	1	1
PEFLIP	1	1	1	1	1	1	1	1	1	1
PEFLIPm	1	1	1	1	1	1	1	1	1	1
PEPCK	0	0	0	0	1	0	0	0	0	0
PEPCKm	1	1	1	1	1	1	1	1	1	1
PERILLYLte	0	0	0	0	0	0	0	0	0	0
PEROXx	1	1	1	1	1	1	1	1	1	1
PEt	1	1	1	1	1	1	1	1	1	1
PETHCT	1	1	1	1	1	1	1	1	1	1
PETOHMm_hs	1	1	1	1	1	1	1	1	1	1
PETOHMr_hs	1	1	1	1	1	1	1	1	1	1
PFK	1	1	1	1	1	1	1	1	1	1
PFK26	1	1	1	1	1	1	1	1	1	1
PGCD	1	1	1	1	1	1	1	1	1	1
PGDI	1	1	1	1	1	1	1	1	1	1
PGI	1	1	1	1	1	1	1	1	1	1
PGISr	1	1	1	1	1	1	1	1	1	1
PGK	1	1	1	1	1	1	1	1	1	1
PGL	1	1	1	1	1	1	1	1	1	1
PGLer	1	1	1	1	1	1	1	1	1	1
PGLYCt	1	1	1	1	1	1	1	1	1	1
PGM	1	1	1	1	1	1	1	1	1	1
PGMT	1	1	1	1	1	1	1	1	1	1
PGPP_hs	1	1	1	1	1	1	1	1	1	1
PGPPT	1	1	1	1	1	1	1	1	1	1
PGS	1	1	1	1	1	1	1	1	1	1
PGSr	1	1	1	1	1	1	1	1	1	1
PHACCOAGLNAC	1	1	1	1	1	1	1	1	1	1
PHCDm	1	1	1	1	1	1	1	1	1	1
PHCHGSm	1	1	1	1	1	1	1	1	1	1
PHEACGLNt	1	1	1	1	1	1	1	1	1	1
PHEMEt	1	1	1	1	1	1	1	1	1	1
PHEMEtm	1	1	1	1	1	1	1	1	1	1
PHEt4	1	1	1	1	1	1	1	1	1	1
PHEtec	1	1	1	1	1	1	1	1	1	1
PHETHPTOX2	0	1	1	1	1	1	0	0	1	0
PHYCBOXL	1	1	1	1	1	1	1	1	1	1
PHYHx	1	1	1	1	1	1	1	1	1	1
PHYQt	0	0	0	0	0	0	0	0	0	0
PHYTt	1	1	1	1	1	1	1	1	1	1
PI345P3P	1	1	1	1	1	1	1	1	1	1
PI345P3Pn	1	1	1	1	1	1	1	1	1	1
PI345P5P	1	1	1	1	1	1	1	1	1	1
PI345P5Pn	0	0	0	0	0	0	0	0	0	0
PI34P3Pn	0	0	0	0	0	0	0	0	0	0
PI34P4Pn	0	0	0	0	0	0	0	0	0	0
PI34P5K	1	1	1	1	1	1	1	1	1	1
PI34P5Kn	0	0	0	0	0	0	0	0	0	0
PI3P3Pn	1	1	1	1	1	1	1	1	1	1
PI3P4K	1	1	1	1	1	1	1	1	1	1
PI3P4Kn	0	0	0	0	0	0	0	0	0	0
PI3P5K	1	1	1	1	1	1	1	1	1	1
PI45P3K	1	1	1	1	1	1	1	1	1	1
PI45P3Kn	1	1	1	1	1	1	1	1	1	1
PI45P4P	0	0	0	0	0	0	0	0	0	0
PI45P5P	1	1	1	1	1	1	1	1	1	1
PI45P5Pn	0	0	0	0	0	0	0	0	0	0
PI45PLC	1	1	1	1	1	1	1	1	1	1
PI4P3K	1	1	1	1	1	1	1	1	1	1
PI4P3Kn	0	0	0	0	0	0	0	0	0	0
PI4P5K	1	1	1	1	1	1	1	1	1	1
PI4P5Kn	0	0	0	0	0	0	0	0	0	0
PI4PLC	1	1	1	1	1	1	1	1	1	1
PI4PLCn	1	1	1	1	1	1	1	1	1	1
PI4PP	0	0	0	0	0	0	0	0	0	0
PI5P3K	1	1	1	1	1	1	1	1	1	1
PI5P4K	1	1	1	1	1	1	1	1	1	1
PI5P4Kn	0	0	0	0	0	0	0	0	0	0
PIACGT	1	1	1	1	1	1	1	1	1	1
PIK3	1	1	1	1	1	1	1	1	1	1
PIK3er	1	1	1	1	1	1	1	1	1	1
PIK3n	0	0	0	0	0	0	0	0	0	0
PIK4	1	1	1	1	1	1	1	1	1	1
PIK4n	0	0	0	0	0	0	0	0	0	0
PIK5	1	1	1	1	1	1	1	1	1	1
PIK5n	0	0	0	0	0	0	0	0	0	0
PIPLC	1	1	1	1	1	1	1	1	1	1
PIPLCn	1	1	1	1	1	1	1	1	1	1
PIt7	1	1	1	1	1	1	1	1	1	1
PIter	0	1	1	0	1	0	1	1	0	0
PItg	1	1	1	1	1	1	1	1	1	1
PItn	0	0	0	0	0	0	0	0	0	0
PItx	1	1	1	1	1	1	1	1	1	1
PLA2_2	1	1	1	1	1	1	1	1	1	1
PLA2_2e	1	1	1	1	1	1	1	1	1	1
PMANM	1	1	1	1	1	1	1	1	1	1
PMEVKx	1	1	1	1	1	1	1	1	1	1
PMTCOAtx	0	1	0	0	0	1	0	0	0	0
PNP	1	1	1	1	1	1	1	1	1	1
PNTEH	1	1	1	1	1	1	1	1	1	1
PNTK	1	1	1	1	1	1	1	1	1	1
PNTOt5	1	1	1	1	1	1	1	1	1	1
PPA	1	1	1	1	1	1	1	1	1	1
PPAer	1	1	1	1	1	1	1	1	1	1
PPAm	1	1	1	1	1	1	1	1	1	1
PPAn	0	0	0	0	0	0	0	0	0	0
PPAP	1	1	1	1	1	1	1	1	1	1
PPAt	0	0	0	0	0	0	0	0	0	0
PPAtm	0	0	0	0	0	0	0	0	0	0
PPBNGS	1	1	1	1	1	1	1	1	1	1
PPCDC	1	1	1	1	1	1	1	1	1	1
PPCOACm	1	1	1	1	1	1	1	1	1	1
PPCOAOm	1	1	1	1	1	1	1	1	1	1
PPD2CSPp	1	1	1	1	1	1	1	0	1	1
PPDOx	1	1	1	1	1	1	1	1	1	1
PPDOy	1	1	1	1	1	1	1	1	1	1
PPItr	1	1	1	1	1	1	1	1	1	1
PPItx	1	1	1	1	1	1	1	1	1	1
PPM	1	1	1	1	1	1	1	1	1	1
PPNCL3	1	1	1	1	1	1	1	1	1	1
PPPG9tm	1	1	1	1	1	1	1	1	1	1
PPPGOm	1	1	1	1	1	1	1	1	1	1
PRAGSr	1	1	1	1	1	1	1	1	1	1
PRASCS	1	1	1	1	1	1	1	1	1	1
PRDX	0	0	0	0	0	0	0	0	0	0
PRDXl	0	0	0	0	0	1	0	0	0	0
PRFGS	1	1	1	1	1	1	1	1	1	1
PRGNLONESULT	1	1	1	1	1	1	1	1	1	1
PRGNLONEtm	0	0	0	0	1	0	0	0	0	0
PRGNLONEtr	0	0	0	0	1	0	0	0	0	0
PRGSTRNt	1	1	1	1	1	1	1	1	1	1
PRISTANALtx	1	1	1	1	1	1	1	1	1	1
PRISTCOAtx	1	1	0	1	1	1	1	1	1	1
PRISTtx	1	1	0	1	1	1	1	1	1	1
PRO1xm	1	1	1	1	1	1	1	1	1	1
PROD2	0	0	0	0	0	0	0	0	0	0
PROD2m	1	1	1	1	1	1	1	1	1	1
PRODt2r	1	1	1	1	1	1	1	1	1	1
PROSTGD2t	1	1	1	1	1	1	1	1	1	1
PROSTGE1t	1	1	1	1	1	1	1	1	1	1
PROSTGE1t3	1	1	1	1	1	1	1	1	1	1
PROSTGE2t	1	1	1	1	1	1	1	1	1	1
PROSTGE2t2	0	0	0	0	0	0	0	0	0	0
PROSTGE2t3	1	1	1	1	1	1	1	1	1	1
PROSTGF2t	1	0	1	1	1	0	0	0	0	0
PROSTGH2t	0	0	0	0	0	0	0	0	0	0
PROSTGI2t	1	0	1	1	1	1	1	1	1	1
PROSTGI2tr	1	1	1	1	1	1	1	1	1	1
PROt2r	1	1	1	1	1	1	1	1	1	1
PROt4	1	1	1	1	1	1	1	1	1	1
PRPNCOAHYDm	1	1	1	1	1	1	1	1	1	1
PRPPS	1	1	1	1	1	1	1	1	1	1
PSDm_hs	1	1	1	1	1	1	1	1	1	1
PSERT	1	1	1	1	1	1	1	1	1	1
PSFLIP	1	1	1	1	1	1	1	1	1	1
PSFLIPm	1	1	1	1	1	1	1	1	1	1
PSP_L	1	1	1	1	1	1	1	1	1	1
PSSA1_hs	1	1	1	1	1	1	1	1	1	1
PSSA2_hs	1	1	1	1	1	1	1	1	1	1
PSt3	1	1	1	1	1	1	1	1	1	1
PTDCACRNCPT1	1	1	1	1	1	1	1	1	1	1
PTDCACRNCPT2	1	1	1	1	1	1	1	1	1	1
PTDCACRNt	1	1	1	1	1	1	1	1	1	1
PTDCAt	1	1	1	1	1	1	1	1	1	1
PTE3x	1	1	1	1	1	1	1	1	1	1
PTE4x	1	1	1	1	1	1	1	1	1	1
PTPAT	1	1	1	1	1	1	1	1	1	1
PTRCOX1	1	1	1	1	1	1	1	1	1	1
PUNP1	1	1	1	1	1	1	1	1	1	1
PUNP2	1	1	1	1	1	1	1	1	1	1
PUNP3	1	1	1	1	1	1	1	1	1	1
PUNP4	1	1	1	1	1	1	1	1	1	1
PUNP5	1	1	1	1	1	1	1	1	1	1
PUNP6	1	1	1	1	1	1	1	1	1	1
PUNP7	1	1	1	1	1	1	1	1	1	1
PVD3	0	0	0	0	0	0	0	0	0	0
PYAM5POr	1	1	1	1	1	1	1	1	1	1
PYDAMK	1	1	1	1	1	1	1	1	1	1
PYDAMtr	1	1	1	1	1	1	1	1	1	1
PYDXDH	1	1	1	1	1	1	1	1	1	1
PYDXK	1	1	1	1	1	1	1	1	1	1
PYDXNK	1	1	1	1	1	1	1	1	1	1
PYDXNtr	0	0	0	0	0	0	0	0	0	0
PYDXPP	1	1	1	1	1	1	1	1	1	1
PYDXtr	0	0	0	0	0	0	0	0	0	0
PYK	1	1	1	1	1	1	1	1	1	1
PYNP2r	1	1	1	1	1	1	1	1	1	1
PYRt2m	1	1	1	1	1	1	1	1	1	1
PYRt2p	1	1	1	1	1	1	1	1	1	1
PYRt2r	1	1	1	1	1	1	1	1	1	1
RADH	0	0	0	0	0	0	0	0	0	0
RADH2	0	0	0	0	0	0	0	0	0	0
RADH3	0	0	0	0	0	0	0	0	0	0
RADH4	0	0	0	0	0	0	0	0	0	0
RAHY	0	0	0	0	0	0	0	0	0	0
RAI1	0	0	0	0	0	0	0	0	0	0
RAI2	0	0	0	0	0	0	0	0	0	0
RAI3	1	1	1	0	0	1	0	1	0	1
RAI4	0	0	0	0	0	0	0	0	0	0
RAtn3	1	1	1	0	0	1	0	1	0	1
RBFK	1	1	1	1	1	1	1	1	1	1
RBK	1	0	1	0	1	1	1	1	0	1
RBTt	1	1	1	1	1	1	1	1	1	1
RDH1	1	1	1	1	1	1	1	1	1	1
RDH1a	1	1	1	1	1	1	1	1	1	1
RDH2	1	1	1	1	1	1	1	1	1	1
RDH2a	1	1	1	1	1	1	1	1	1	1
RDH3	1	1	1	1	1	1	1	1	1	1
RDH3a	1	1	1	1	1	1	1	1	1	1
RDH4	0	0	0	0	0	0	0	0	0	0
RETFA	1	1	1	1	0	1	1	1	1	1
RETFAt	0	0	0	0	0	0	0	0	0	0
RETFAt1	0	0	0	0	0	0	0	0	0	0
RETFAt2	0	0	0	0	0	0	0	0	0	0
RETH	1	1	1	1	1	1	1	1	1	1
RETH1	0	0	0	0	0	0	0	0	0	0
RETH1e	0	0	0	0	0	0	0	0	0	0
RETH2	0	0	0	0	0	0	0	0	0	0
RETH2e	0	0	0	0	0	0	0	0	0	0
RETHe	0	0	0	0	0	0	0	0	0	0
RETI1	0	0	0	0	0	0	0	0	0	0
RETI2	0	0	0	0	0	0	0	0	0	0
RETI3	0	0	0	0	0	0	0	0	0	0
RETNGLCt	0	0	0	0	0	0	0	0	0	0
RETNGLCt2	0	0	0	0	0	0	0	0	0	0
RETNGLCt2r	0	0	0	0	0	0	0	0	0	0
RETNGLCtr	0	0	0	0	0	0	0	0	0	0
RETNt	0	0	1	0	0	0	0	0	0	0
RETNtr	0	0	0	0	0	0	0	0	0	0
RETNtr2	0	0	0	0	0	0	0	0	0	0
RETt	0	0	0	0	0	0	0	0	0	0
RIBFLVt3	0	0	0	0	0	0	0	0	0	0
RIBt	1	1	1	1	1	1	1	1	1	1
RIBt2	0	0	0	0	0	0	0	0	0	0
RNDR1	1	1	1	1	1	1	1	1	1	1
RNDR2	0	0	1	0	1	1	1	1	0	1
RNDR3	0	1	1	1	1	1	1	1	0	1
RNDR4	0	0	1	0	1	1	1	1	0	1
RNMK	1	1	1	1	1	1	1	1	1	1
RPE	1	1	1	1	1	1	1	1	1	1
RPI	1	1	1	1	1	1	1	1	1	1
RTOTAL2t	1	1	1	1	1	1	1	1	1	1
RTOTAL3t	1	1	1	1	1	1	1	1	1	1
RTOTALt	0	1	0	0	0	0	1	0	1	0
Rtotaltl	1	1	1	1	1	1	1	1	1	1
S23T2g	1	1	1	1	1	1	1	1	1	1
S23T3g	1	1	1	1	1	1	1	1	1	1
S23T4g	1	1	1	1	1	1	1	1	1	1
S23Tg	1	1	1	1	1	1	1	1	1	1
S26Tg	1	1	1	1	1	1	1	1	1	1
S2L2FN2M2MASNt	1	1	1	1	1	1	1	1	1	1
S2L2FN2M2MASNtly	1	1	1	1	1	1	1	1	1	1
S2L2N2M2MASNtly	1	1	1	1	1	1	1	1	1	1
S2TASE1ly	1	1	1	1	1	1	1	1	1	1
S2TASE2ly	1	1	1	1	1	1	1	1	1	1
S2TASE3ly	1	1	1	1	1	1	1	1	1	1
S2TASE4ly	1	1	1	1	1	1	1	1	1	1
S2TASE5ly	1	1	1	1	1	1	1	1	1	1
S3TASE1ly	1	1	1	1	1	1	1	1	1	1
S3TASE2ly	1	1	1	1	1	1	1	1	1	1
S3TASE3ly	1	1	1	1	1	1	1	1	1	1
S4TASE1ly	1	1	1	1	1	1	1	1	1	1
S4TASE2ly	1	1	1	1	1	1	1	1	1	1
S4TASE3ly	1	1	1	1	1	1	1	1	1	1
S4TASE4ly	1	1	1	1	1	1	1	1	1	1
S4TASE5ly	1	1	1	1	1	1	1	1	1	1
S6T10g	1	1	1	1	1	1	1	1	1	1
S6T11g	1	1	1	1	1	1	1	1	1	1
S6T12g	1	1	1	1	1	1	1	1	1	1
S6T13g	1	1	1	1	1	1	1	1	1	1
S6T14g	1	1	1	1	1	1	1	1	1	1
S6T15g	1	1	1	1	1	1	1	1	1	1
S6T16g	1	1	1	1	1	1	1	1	1	1
S6T17g	1	1	1	1	1	1	1	1	1	1
S6T18g	1	1	1	1	1	1	1	1	1	1
S6T1g	1	1	1	1	1	1	1	1	1	1
S6T2g	1	1	1	1	1	1	1	1	1	1
S6T3g	1	1	1	1	1	1	1	1	1	1
S6T4g	1	1	1	1	1	1	1	1	1	1
S6T5g	1	1	1	1	1	1	1	1	1	1
S6T6g	1	1	1	1	1	1	1	1	1	1
S6T7g	1	1	1	1	1	1	1	1	1	1
S6T8g	1	1	1	1	1	1	1	1	1	1
S6T9g	1	1	1	1	1	1	1	1	1	1
S6TASE10ly	1	1	1	1	1	1	1	1	1	1
S6TASE11ly	1	1	1	1	1	1	1	1	1	1
S6TASE12ly	1	1	1	1	1	1	1	1	1	1
S6TASE13ly	1	1	1	1	1	1	1	1	1	1
S6TASE14ly	1	1	1	1	1	1	1	1	1	1
S6TASE15ly	1	1	1	1	1	1	1	1	1	1
S6TASE16ly	1	1	1	1	1	1	1	1	1	1
S6TASE17ly	1	1	1	1	1	1	1	1	1	1
S6TASE18ly	1	1	1	1	1	1	1	1	1	1
S6TASE19ly	1	1	1	1	1	1	1	1	1	1
S6TASE1ly	1	1	1	1	1	1	1	1	1	1
S6TASE20ly	1	1	1	1	1	1	1	1	1	1
S6TASE21ly	1	1	1	1	1	1	1	1	1	1
S6TASE22ly	1	1	1	1	1	1	1	1	1	1
S6TASE23ly	1	1	1	1	1	1	1	1	1	1
S6TASE24ly	1	1	1	1	1	1	1	1	1	1
S6TASE25ly	1	1	1	1	1	1	1	1	1	1
S6TASE26ly	1	1	1	1	1	1	1	1	1	1
S6TASE2ly	1	1	1	1	1	1	1	1	1	1
S6TASE3ly	1	1	1	1	1	1	1	1	1	1
S6TASE4ly	1	1	1	1	1	1	1	1	1	1
S6TASE5ly	1	1	1	1	1	1	1	1	1	1
S6TASE6ly	1	1	1	1	1	1	1	1	1	1
S6TASE7ly	1	1	1	1	1	1	1	1	1	1
S6TASE8ly	1	1	1	1	1	1	1	1	1	1
S6TASE9ly	1	1	1	1	1	1	1	1	1	1
SACCD3m	1	1	1	1	1	1	1	1	1	1
SACCD4m	1	1	1	1	1	1	1	1	1	1
SADT	1	1	1	1	1	1	1	1	1	1
SALMCOM2	1	0	1	1	1	1	1	1	0	1
SAMHISTA	1	1	1	1	1	1	1	1	1	1
SARCStex	0	0	0	0	0	0	0	0	0	0
SARCStm	1	1	1	1	1	1	1	1	1	1
SARDHm	1	1	1	1	1	1	1	1	1	1
SBPP1er	1	1	1	1	1	1	1	1	1	1
SBPP3er	1	1	1	1	1	1	1	1	1	1
SBTD_D2	1	1	1	1	1	1	1	1	1	1
SBTR	1	1	1	1	1	1	1	1	1	1
SCP21x	1	1	1	1	1	1	1	1	1	1
SCP22x	1	1	1	1	1	1	1	1	1	1
SCP2x	1	1	1	1	1	1	1	1	1	1
SCPx	1	1	1	1	1	1	1	1	1	1
Ser_Thrtg	1	1	1	1	1	1	1	1	1	1
SERALANaEx	1	1	1	1	1	1	1	1	1	1
SERASNNaEx	1	1	1	1	1	1	1	1	1	1
SERCYSNaEx	1	1	1	1	1	1	1	1	1	1
SERDGLNexR	0	0	0	0	0	0	0	0	0	0
SERDGLYexR	0	0	0	0	0	0	0	0	0	0
SERGLNexR	0	0	0	0	0	0	0	0	0	0
SERGLNNaEx	1	1	1	1	1	1	1	1	1	1
SERGLYexR	0	0	0	0	0	0	0	0	0	0
SERHL	0	1	1	1	1	1	0	1	1	1
SERLYSNaex	0	0	0	0	0	0	0	0	0	0
SERPT	1	1	1	1	1	1	1	1	1	1
SERt4	1	1	1	1	1	1	1	1	1	1
SERTHRNaEx	1	1	1	1	1	1	1	1	1	1
SERtN1	1	1	1	1	1	1	1	1	1	1
SERtp	0	0	0	0	0	0	0	0	0	0
SFGTH	1	1	1	1	1	1	1	1	1	1
SGALSIDEtg	1	1	1	1	1	1	1	1	1	1
SGALSIDEtl	1	1	1	1	1	1	1	1	1	1
SGPL12r	1	1	1	1	1	1	1	1	1	1
SIAASE2ly	1	1	1	1	1	1	1	1	1	1
SIAASE3ly	1	1	1	1	1	1	1	1	1	1
SIAASE4ly	1	1	1	1	1	1	1	1	1	1
SIAASEly	1	1	1	1	1	1	1	1	1	1
SIAT4Bg	1	1	1	1	1	1	1	1	1	1
SIAT9g	1	1	1	1	1	1	1	1	1	1
sink_citr(c)	0	0	0	0	0	0	0	0	0	0
sink_pre_prot(r)	1	1	1	1	1	1	1	1	1	1
SLCBK1	1	1	1	1	1	1	1	1	1	1
